no_grocery_stores_2009,no_convenience_stores_2009,fast_food_no_2009,snap_benefits_2010_dollars_per_capita,adult_obesity_2008_percentage,median_income_2015,SNAP_stores_2012,WIC_stores_2008,Full_service_rest_2009,diabetes_percentage_2008,soda_sales_tax_2014,FOODINSEC_10_12,Rec_facilities_count_2009,Low_access_to_store_count_2010,Low_access_to_store_no_car_count_2010,Fast_food_expenditure_per_capita,SNAP_redemption_2012_dollars_per_store,LACCESS_HISP15,LACCESS_CHILD10,REDEMP_SNAPS16,LACCESS_WHITE15,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_SENIORS_10_15,PCH_LACCESS_POP_10_15,PCH_LACCESS_LOWI_10_15
5,5,11,10,30,53,11,4,12,11,7,13,3,923,136,653,93784,74,204,61967,850,923,914,-5,-1.033309049,-25.2005175
8,13,29,16,30,46,28,5,20,10,7,13,5,1592,186,653,287377,124,412,172672,1440,1592,1565,-5,-1.65764914,6.69440511
18,39,71,13,31,52,95,8,80,10,7,13,10,23781,789,653,257064,1150,5511,172708,21123,23781,24179,-2,1.673670604,3.937258406
5,11,16,17,31,49,24,4,16,9,7,13,1,1038,153,653,222631,9,235,154941,1041,1038,1069,4,3.004965747,3.817566303
8,15,22,16,29,50,28,5,16,12,7,13,0,1331,121,653,234767,75,297,168631,557,1331,621,-53,-53.36670148,-40.94471932
2,11,3,17,30,41,9,3,12,10,7,13,0,1211,206,653,136339,12,246,74824,1524,1211,1561,23,28.85362084,7.147017245
6,6,22,12,30,47,18,6,16,10,7,13,2,1438,771,653,324689,503,346,192436,2484,1438,3039,37,111.3380085,297.7414167
6,19,19,11,29,64,26,4,36,10,7,13,5,13205,651,653,323298,166,3259,190235,12687,13205,13205,0,0,-3.568522904
7,10,18,17,30,52,21,6,19,10,7,13,1,3541,169,653,250437,33,922,126585,3849,3541,3931,12,11.0161197,20.5707999
8,18,24,14,31,52,29,7,35,10,7,13,7,11734,370,653,235369,255,3115,145932,8742,11734,9058,-24,-22.80760931,0.311218426
13,56,74,20,31,41,92,12,72,10,7,13,12,28539,745,653,357388,471,5907,237903,26467,28539,30038,7,5.25560573,17.6862128
11,17,32,7,29,57,28,10,40,10,7,13,6,2370,159,653,156832,36,677,92595,2376,2370,2411,-8,1.728597201,16.69996152
36,62,121,20,29,50,136,19,134,10,7,13,16,38971,1828,653,354549,5327,11139,196007,34853,38971,40315,6,3.447125853,27.32498627
5,12,23,28,30,43,18,6,6,10,7,13,3,5202,383,653,508438,32,1248,314107,4985,5202,5202,0,0,-9.054222884
12,28,58,16,30,57,56,8,34,10,7,13,8,17846,292,653,303863,530,4418,200583,20372,17846,21971,15,23.11220358,80.46276721
4,9,10,13,29,51,13,6,16,10,7,13,0,643,140,653,171983,69,143,122749,3151,643,3224,525,401.4044148,516.462253
11,7,15,13,29,53,16,7,15,10,7,13,3,2095,201,653,216070,34,591,107358,2048,2095,2095,0,0,5.651002567
6,5,13,18,30,52,14,5,25,11,7,13,1,3232,292,653,292774,77,740,141234,2613,3232,2689,-19,-16.7973485,-9.915496103
6,12,24,11,28,53,26,8,22,10,7,13,2,3461,306,653,212250,27,847,139388,1234,3461,1293,-55,-62.63085287,-65.79705124
11,51,52,21,29,40,76,10,46,11,7,13,6,14392,445,653,278224,369,3079,206070,11425,14392,12579,-17,-12.5999772,0.30999178
7,19,20,15,30,48,24,6,21,11,7,13,1,2712,177,653,263307,36,653,199930,3886,2712,3960,55,46.01768564,88.06184218
35,58,176,4,24,92,108,18,178,8,7,13,60,95377,784,653,176981,2606,28677,105575,78880,95377,87492,-8,-8.26732693,-7.40949781
4,19,39,9,28,70,35,5,36,10,7,13,4,22871,373,653,210775,347,5921,122300,19752,22871,20497,-12,-10.377139,-11.25527756
4,13,19,13,30,54,24,5,13,10,7,13,2,2153,387,653,272772,45,489,136794,1801,2153,1865,-13,-13.4066486,51.6018258
10,41,101,6,29,73,64,12,98,9,7,13,16,53660,713,653,377963,918,14420,184313,37099,53660,39541,-20,-26.31255808,-30.08622132
9,21,24,20,30,48,39,5,22,11,7,13,5,2249,231,653,302747,22,511,173731,1787,2249,1826,-16,-18.79997711,-4.297393337
11,43,74,20,30,47,78,9,55,11,7,13,12,25625,740,653,333588,543,6221,213988,19985,25625,22219,-12,-13.29489334,-12.57757081
6,20,25,14,32,49,30,5,31,11,7,13,4,7638,205,653,216085,158,1852,146521,8007,7638,8245,6,7.950569129,16.87591176
10,20,34,14,30,46,36,6,24,10,7,13,3,6494,271,653,257242,381,1665,163450,6241,6494,6622,2,1.967026722,20.91828419
7,14,20,13,29,60,31,6,23,10,7,13,4,2421,238,653,162899,275,665,107154,2869,2421,3057,14,26.25520346,31.56585937
3,8,8,16,32,43,15,4,19,10,7,13,3,4108,245,653,251298,103,995,165948,4000,4108,4122,0,0.350743486,-3.682580742
8,11,20,16,32,48,24,6,28,10,7,13,3,4773,378,653,358569,213,1086,199575,5103,4773,5380,7,12.72524503,35.94776158
2,12,12,19,30,46,16,4,13,9,7,13,1,5226,155,653,328133,230,1475,195685,7637,5226,8000,59,53.07327215,52.63998162
11,45,117,11,29,68,82,11,97,9,7,13,11,42603,786,653,243039,873,10737,181034,38249,42603,40027,-7,-6.048190349,33.76135842
6,21,22,17,29,43,30,5,29,10,7,13,4,4872,305,653,301635,142,1039,240123,10290,4872,10537,116,116.2703923,81.45453225
13,29,42,11,30,54,52,7,58,10,7,13,9,17486,1054,653,218481,1588,4718,124382,12802,17486,14141,-20,-19.12878708,-21.02855275
6,13,7,7,28,57,20,4,25,10,7,13,1,522,2525,653,68912,4,115,44971,56,522,59,-84,-88.69193428,-84.91488662
78,199,367,25,33,51,388,42,296,11,7,13,42,138588,3289,653,457552,16133,35980,344864,95315,138588,147709,13,6.581025415,25.81010445
23,54,79,22,29,47,90,12,90,11,7,13,7,20849,906,653,322823,1668,4331,226055,20016,20849,28377,27,36.10498834,61.61028899
9,25,31,15,29,47,30,7,19,11,7,13,5,4146,492,653,333666,53,910,178345,4283,4146,4371,5,5.430879382,16.32281675
22,47,71,19,32,45,105,17,86,11,7,13,12,32821,1144,653,336564,1124,6620,239649,29363,32821,34367,4,4.710588569,56.49046279
143,307,743,26,30,41,670,93,600,10,7,13,92,226700,5629,653,475521,18022,59466,299287,136521,226700,219010,-11,-3.392254005,8.990304463
11,21,39,13,28,50,39,5,29,10,7,13,5,7428,636,653,231299,505,2019,151696,6724,7428,7140,-3,-3.886007827,14.82135417
3,5,8,13,30,48,7,4,8,11,7,13,1,268,100,653,182439,0,71,83987,268,268,276,1,2.921761419,-2.702716219
7,16,19,18,30,47,30,4,18,10,7,13,3,6701,273,653,234850,208,1843,164938,6807,6701,7288,27,8.773027986,20.53437358
22,43,94,9,26,45,66,12,115,8,7,13,8,27358,1078,653,298556,531,5505,203957,18238,27358,20103,-24,-26.52098372,-26.48584687
8,18,24,15,30,49,28,6,28,10,7,13,2,4577,322,653,280053,218,1092,139518,5228,4577,5511,13,20.39612675,59.49163071
10,28,31,17,29,58,49,9,28,10,7,13,4,12320,301,653,249233,117,3353,198731,9828,12320,10035,-9,-18.54872596,-20.56933658
4,10,9,14,29,48,11,4,10,10,7,13,3,194,67,653,50691,95,45,34034,2191,194,2267,1018,1070.876213,3351.334629
8,16,29,13,29,52,35,8,36,9,7,13,2,3233,468,653,198141,244,975,145925,2477,3233,2721,-23,-15.82928476,-30.2641345
1,3,0,9,29,53,3,1,3,10,7,13,1,0,20,653,,,0,54124,,0,,,,
5,12,12,18,30,41,17,5,11,11,7,13,2,1189,285,653,275553,33,303,172544,1866,1189,2067,115,73.82577315,100.821605
2,5,6,19,30,44,16,3,8,10,7,13,1,152,270,653,203241,0,26,140877,165,152,172,16,13.33830543,61.4139321
2,8,3,14,30,44,7,3,10,10,7,13,1,1605,257,653,205190,28,356,85538,2115,1605,2150,51,33.91152972,98.87362112
4,8,14,12,31,47,12,4,8,10,7,13,2,5305,120,653,346552,66,979,277826,5458,5305,5976,19,12.64428472,26.26715413
5,7,4,12,30,47,9,4,5,11,7,13,0,647,267,653,106365,4,137,93556,971,647,991,48,52.99938404,37.11351975
14,50,99,11,31,66,84,13,103,10,7,13,12,63748,845,653,308632,4674,16454,228147,47955,63748,52407,-15,-17.79075327,-12.23575833
4,14,9,11,29,58,14,5,23,10,7,13,1,5972,182,653,136681,42,1307,92287,5604,5972,5706,-12,-4.457165203,-3.27926105
4,6,9,16,30,47,10,3,11,10,7,13,1,355,137,653,102550,9,83,66399,341,355,355,0,0,19.36107588
3,13,24,12,29,54,22,4,15,9,7,13,1,1058,201,653,306101,22,261,156181,1747,1058,1800,28,70.06014795,148.1414781
4,11,5,18,31,41,22,5,30,11,7,13,3,5240,383,653,202209,164,1299,140468,3539,5240,3755,-25,-28.34152283,-19.89926559
9,14,13,12,29,52,20,6,16,10,7,13,2,732,248,653,138270,6,209,87795,685,732,734,1,0.213397678,-7.088476538
4,11,11,16,30,49,13,3,12,10,7,13,2,593,129,653,180453,3,133,148052,556,593,571,-1,-3.857998842,43.32536467
40,86,174,19,30,47,177,22,196,10,7,13,26,90150,1597,653,391971,4648,21848,247093,70538,90150,83409,-7,-7.47738493,7.607544154
5,11,17,26,29,43,24,6,7,10,7,13,2,1250,145,653,320544,16,296,225140,807,1250,831,-29,-33.53868026,-36.2737532
8,17,18,16,31,55,21,6,29,10,7,13,3,4516,251,653,367138,330,1091,196787,5513,4516,5949,54,31.74620748,44.46982542
5,16,4,10,29,56,12,4,6,10,7,13,0,2,109,653,125082,0,0,70091,2,2,2,0,17.19436664,-40.55660988
7,9,9,25,30,48,19,6,11,11,7,13,1,1375,219,653,235795,31,359,140055,1260,1375,1304,-6,-5.122138901,-2.703500644
6,20,26,14,31,53,32,6,50,11,7,13,3,7252,469,653,209031,363,1588,129322,6087,7252,6418,-16,-11.49593318,1.818232695
4,9,9,15,29,45,19,4,10,10,7,13,0,1055,206,653,159665,14,251,122856,1011,1055,1042,3,-1.181442835,-0.398202518
2,3,3,15,29,46,11,2,8,10,7,13,1,488,198,653,71193,9,178,56100,478,488,488,0,0,40.64852612
22,45,123,13,29,50,94,11,124,8,7,13,14,48238,932,653,338864,2208,8947,214751,27483,48238,32254,-5,-33.13578408,-32.75301861
1,8,9,12,29,56,9,1,7,11,7,13,0,5142,367,653,148084,36,1192,66497,1842,5142,1879,-49,-63.46209908,-67.89908681
1,3,5,19,29,45,5,2,2,10,7,13,0,0,39,653,107102,,0,48299,,0,,,,
35,66,147,18,28,44,141,26,139,10,7,13,23,35571,446,653,320178,502,7906,220564,33733,35571,35885,1,0.882295453,7.602211103
5,9,11,14,31,44,17,3,10,11,7,13,0,2245,136,653,199529,13,496,155684,2037,2245,2072,-8,-7.725209257,-11.88187883
17,52,86,19,32,40,72,10,86,10,7,13,12,29116,899,653,431610,1200,5535,273532,31618,29116,36598,11,25.69769552,50.00330734
5,19,21,13,31,48,30,5,16,11,7,13,2,2760,224,653,190648,108,472,135177,3253,2760,3444,15,24.76773546,48.16868619
2,5,1,9,31,58,3,3,5,11,7,13,0,266,134,653,,6,68,80321,391,266,403,41,51.79515153,52.67963067
10,17,23,8,30,66,28,9,28,10,7,13,3,16947,254,653,209410,316,4687,160264,16490,16947,17693,8,4.404082655,19.68489577
6,13,11,18,29,43,20,5,12,10,7,13,0,2753,374,653,220590,32,709,187191,2658,2753,2713,-1,-1.432134111,24.61832857
10,31,47,20,28,42,54,9,51,10,7,13,6,11683,579,653,356441,225,2750,211962,8909,11683,9995,-16,-14.45080632,10.49918556
3,9,18,10,30,56,13,3,14,10,7,13,2,2936,124,653,239493,86,644,139270,2425,2936,2544,-17,-13.35506491,-21.08541779
4,15,16,13,31,50,20,3,27,11,7,13,1,2458,186,653,214877,272,506,130740,3670,2458,3864,52,57.17558043,11.55124023
6,16,19,10,30,56,22,3,21,9,7,13,2,1688,207,653,177450,34,427,90678,1634,1688,1688,0,0,8.204036632
3,7,4,11,28,52,10,4,5,9,6,14,2,605,62,489,90409,1,139,62925,478,605,490,-12,-19.05219934,-37.3357837
1,3,3,13,29,48,4,1,2,9,6,14,0,243,9,489,69088,5,52,66829,258,243,259,2,6.289940831,-27.09034406
6,5,3,13,28,48,14,6,18,9,6,14,0,2728,164,489,108866,17,593,73631,1151,2728,1165,-56,-57.30382106,-66.47124538
7,10,8,21,29,41,15,5,11,9,6,14,2,1859,149,489,266250,17,385,247200,1583,1859,1609,-11,-13.42380452,-14.51105531
2,3,0,8,29,51,5,2,4,9,6,14,0,254,92,489,50245,8,51,42365,448,254,462,154,82.21589407,82.24141893
4,14,5,10,29,65,13,4,9,7,6,14,2,3824,203,489,139582,27,976,86766,3513,3824,3566,-6,-6.745932485,-2.015829617
22,54,78,17,28,50,115,24,104,8,6,14,12,31222,1159,489,270901,1478,7031,227641,32348,31222,38072,4,21.94017893,21.63388737
4,11,7,13,31,58,21,6,16,8,6,14,3,3422,116,489,176360,90,751,160472,2975,3422,3083,-10,-9.901186145,12.42792556
5,11,10,6,27,65,16,6,20,8,6,14,1,1848,165,489,148687,9,483,100328,2172,1848,2218,9,20.00692786,-13.1399202
4,13,7,9,29,56,15,6,16,8,6,14,0,2754,278,489,175273,67,696,117117,4039,2754,4141,44,50.33717303,47.84721265
4,12,10,14,29,52,14,6,17,8,6,14,1,2739,186,489,295371,166,675,280135,1784,2739,1932,-27,-29.46613501,-10.1549443
6,10,1,10,28,55,15,6,14,9,6,14,0,6748,210,489,28227,62,1505,27616,6567,6748,6660,-1,-1.304565031,-0.880116561
3,8,6,10,29,49,11,4,7,9,6,14,0,4598,162,489,41340,1,987,40131,261,4598,265,-94,-94.2471948,-94.79842577
7,11,18,9,28,59,13,9,22,9,6,14,2,949,112,489,264685,3,244,162202,1025,949,1040,67,9.520007086,38.63109771
6,9,9,15,31,46,16,6,14,9,6,14,3,3558,97,489,210917,39,817,201018,3508,3558,3558,0,0,14.95674778
5,14,11,9,30,60,16,5,12,8,6,14,5,1953,176,489,61421,56,501,45272,3667,1953,3725,82,90.68499262,81.10535984
10,22,38,17,27,50,36,9,46,9,6,14,7,7339,132,489,342410,192,1652,242784,7065,7339,7309,-1,-0.405937616,-6.872045179
3,11,8,8,28,53,9,4,11,9,6,14,0,879,54,489,152591,17,192,127969,922,879,936,9,6.454060008,2.794647481
5,9,3,8,28,58,12,4,12,8,6,14,2,1835,113,489,70356,18,464,66356,1855,1835,1876,2,2.21988531,-19.77123489
3,6,6,19,28,49,11,4,5,8,6,14,1,735,20,489,328838,22,180,214699,714,735,735,0,0,3.475472815
3,10,19,13,29,53,11,4,16,8,6,14,4,1580,125,489,317211,16,367,216543,1706,1580,1748,10,10.69023842,50.37089218
4,14,10,8,29,49,15,6,21,9,6,14,0,3344,195,489,55700,8,919,38985,612,3344,629,-77,-81.17595937,-84.87807504
7,29,26,21,30,53,39,9,34,9,6,14,7,10207,332,489,349048,279,2447,278908,9734,10207,10260,0,0.52764047,-0.2631771
4,14,7,13,30,52,12,4,11,8,6,14,1,4552,177,489,269389,579,1172,273388,4089,4552,4536,0,-0.331022029,14.40061835
7,46,33,7,29,81,45,8,44,7,6,14,8,3414,195,489,178920,417,1059,142494,2996,3414,3511,26,2.861336221,40.84604517
1,5,2,10,28,50,8,1,8,8,6,14,2,1162,252,489,71468,3,326,64890,933,1162,956,-11,-17.73304687,13.05883782
2,4,4,22,27,39,9,3,5,8,6,14,0,919,53,489,112406,8,228,81909,817,919,833,-4,-9.379584714,-2.866471046
4,9,7,10,29,59,14,4,17,8,6,14,3,1552,145,489,118484,12,376,164200,1535,1552,1556,14,0.284385077,8.301263081
5,23,32,24,31,50,34,9,30,8,6,14,4,9844,235,489,433205,207,2197,288161,10662,9844,11347,4,15.27118479,33.05613777
5,13,16,8,28,57,14,5,30,9,6,14,6,3427,99,489,154679,36,538,133513,3275,3427,3317,-5,-3.214662816,-15.04833967
12,49,74,13,26,58,69,22,83,8,6,14,11,18161,658,489,244610,278,3666,209157,17696,18161,18352,-7,1.049709338,7.120335547
3,5,5,12,29,46,11,4,8,9,6,14,2,2856,42,489,129664,67,609,126179,2776,2856,2856,0,0,31.5510963
3,12,8,14,29,48,19,6,19,8,6,14,2,1168,146,489,150010,10,276,126655,1119,1168,1137,5,-2.603822429,-8.860459077
2,12,8,13,29,49,18,3,17,9,6,14,2,3027,133,489,164544,42,723,133564,2943,3027,3027,0,0,-0.522888739
1,7,3,11,29,53,10,2,6,9,6,14,1,1930,70,489,100319,40,400,73689,1780,1930,1828,-12,-5.302791555,26.199192
4,4,4,13,29,55,6,6,9,9,6,14,0,3371,117,489,139163,150,781,84713,5424,3371,5616,58,66.60814339,62.84596215
1,8,4,13,28,51,8,1,10,9,6,14,2,2330,115,489,160689,11,467,144339,1203,2330,1225,-48,-47.44244745,-47.85425404
4,7,1,5,28,62,9,5,12,9,6,14,0,1390,115,489,33897,9,360,29756,1355,1390,1384,0,-0.432292481,8.906749602
3,10,7,10,28,55,10,2,7,8,6,14,0,1229,104,489,51710,42,290,65916,1188,1229,1235,1,0.457815749,30.27775912
4,10,3,12,29,54,15,3,13,8,6,14,1,3650,144,489,119870,75,841,116363,2615,3650,2824,-20,-22.62127128,-9.307357577
4,8,4,9,30,57,10,4,9,9,6,14,2,1424,92,489,52690,70,299,45674,1383,1424,1425,0,0.074327403,-0.252958527
6,14,2,12,28,51,21,6,15,9,6,14,1,2566,109,489,133754,66,573,105517,2484,2566,2542,-1,-0.937652203,-13.37198656
4,15,9,12,29,57,13,5,9,8,6,14,0,2674,118,489,76926,29,597,41800,2609,2674,2658,0,-0.611786055,6.965879279
4,12,11,17,28,50,14,5,17,8,6,14,3,5846,278,489,304339,258,1451,247699,5636,5846,6160,4,5.370892081,-11.5409369
4,6,2,11,28,51,11,2,11,9,6,14,2,3735,109,489,89310,36,946,75086,3474,3735,3525,-7,-5.621320176,7.409471978
3,7,6,10,28,53,10,2,11,9,6,14,1,1715,70,489,105871,38,397,87066,1414,1715,1458,-12,-14.99202016,-12.15367132
2,6,3,10,28,54,5,2,10,9,6,14,0,75,29,489,121844,0,21,70664,75,75,75,0,0,2.412121457
4,12,9,8,30,63,11,3,14,9,6,14,1,2054,66,489,89153,37,471,63149,2552,2054,2591,50,26.13668359,50.2629937
4,14,8,13,29,50,13,6,23,8,6,14,1,4068,167,489,272090,44,921,197817,4458,4068,4549,19,11.83504914,35.1679184
6,23,27,14,32,54,29,11,17,9,6,14,4,6078,197,489,198569,59,1470,169018,6052,6078,6167,1,1.4532643,-4.05555131
3,8,11,18,29,43,13,1,11,8,6,14,3,2306,100,489,288262,22,524,237165,1982,2306,2066,-12,-10.40197861,-8.828471417
22,43,77,10,23,58,60,17,127,6,6,14,9,21904,774,489,324154,1255,5363,213106,17072,21904,20182,-8,-7.861981958,-10.20038111
5,12,7,10,28,56,15,7,16,8,6,14,2,2495,145,489,165578,32,530,145367,3257,2495,3327,53,33.34763143,12.97059928
4,10,3,14,28,50,11,3,4,9,6,14,1,2671,119,489,45388,31,624,29671,2637,2671,2671,0,0,0.142828984
7,11,9,8,27,52,11,6,15,9,6,14,1,7179,147,489,137254,131,1637,102098,8086,7179,8277,22,15.29434666,30.72108997
7,19,18,20,29,45,27,9,41,8,6,14,5,4920,239,489,410371,135,927,285728,6517,4920,7088,40,44.06473918,111.4611499
26,75,158,15,29,58,150,29,159,8,6,14,25,54382,1424,489,292837,1106,13702,248420,48362,54382,52423,-6,-3.603630175,-13.35388239
4,6,5,14,29,53,14,3,8,8,6,14,0,137,88,489,54214,3,39,42110,128,137,130,-9,-5.335902452,-11.91922509
1,6,3,19,29,47,9,2,6,8,6,14,2,1928,156,489,149082,29,452,111654,1898,1928,1928,0,0,-3.310675892
7,10,4,6,27,64,6,6,9,8,6,14,1,1865,47,489,53332,32,455,36988,1271,1865,1299,-21,-30.34739296,-33.51666291
2,8,6,10,29,65,13,3,9,8,6,14,1,2840,93,489,104021,17,813,100787,2530,2840,2579,-13,-9.186348153,-5.410736934
3,13,10,20,28,50,23,5,8,8,6,14,3,5137,150,489,259170,44,1248,211895,5013,5137,5136,0,-0.023070966,3.116546277
6,17,20,11,30,57,31,10,14,8,6,14,1,4678,174,489,157331,55,1198,140323,4213,4678,4310,-10,-7.861829625,-10.31871239
8,22,22,19,30,54,42,6,24,9,6,14,3,9547,213,489,264868,621,2519,194146,8192,9547,8684,-12,-9.036193067,-14.51030482
3,8,3,11,29,63,10,4,7,8,6,14,3,1304,76,489,108011,32,318,77800,1534,1304,1565,19,20.02746166,4.368063761
5,8,4,6,29,61,10,4,8,9,6,14,3,2222,126,489,42015,23,630,27125,2195,2222,2222,0,0,34.35103842
2,8,6,12,28,44,6,4,7,9,6,14,2,1399,98,489,173263,21,271,105029,1374,1399,1399,0,0,23.05347386
2,8,5,14,28,48,8,2,7,8,6,14,1,1701,48,489,117547,35,399,114672,1937,1701,1988,18,16.87667737,26.27041535
3,6,11,20,28,43,11,4,10,9,6,14,1,2143,77,489,234408,44,476,170348,2101,2143,2148,0,0.25005119,7.516266731
12,21,29,19,30,53,38,9,28,7,6,14,4,10213,368,489,305205,1733,2830,246113,7651,10213,8657,-8,-15.23464237,-18.89027064
7,13,13,9,29,54,14,7,9,9,6,14,4,3105,111,489,97450,110,683,76767,3963,3105,4080,18,31.40062334,6.19644351
2,2,2,6,28,54,3,1,7,8,6,14,0,1178,45,489,,25,263,47878,1167,1178,1195,2,1.406093392,-22.75080112
4,9,9,16,29,47,17,3,14,9,6,14,3,4587,94,489,196612,166,972,255027,3308,4587,3800,-24,-17.154051,-12.57072134
3,7,7,8,28,49,8,5,15,9,6,14,0,3178,54,489,99166,38,707,96011,2001,3178,2055,-40,-35.34983766,-16.02522661
5,9,15,6,29,62,9,6,19,8,6,14,4,1028,111,489,222705,25,273,169273,717,1028,748,-27,-27.29118432,-0.106227724
4,6,2,12,29,48,8,3,5,10,6,14,0,1802,76,489,64900,71,461,56475,1276,1802,1326,-20,-26.42099181,-23.40980596
61,154,317,18,27,60,340,70,344,8,6,14,64,87818,2571,489,327459,3963,23522,263132,57923,87818,64531,-29,-26.51700526,-41.12240229
13,49,61,20,30,53,52,18,44,8,6,14,8,35079,769,489,562569,2117,8748,400285,29844,35079,32133,-10,-8.398751891,-7.69873794
5,15,13,11,29,53,17,6,19,9,6,14,2,3582,150,489,150353,101,838,105639,3456,3582,3582,0,0,10.59437459
2,6,2,12,28,46,5,2,4,9,6,14,0,593,52,489,85548,1,98,79120,553,593,560,-5,-5.524429968,-0.519199596
5,10,3,8,29,53,6,5,14,10,6,14,1,2045,120,489,57790,109,512,51136,3651,2045,3736,120,82.67310038,80.87195627
26,76,126,22,27,58,134,28,127,8,6,14,21,19209,655,489,370317,755,4760,296820,16130,19209,18170,-4,-5.407830547,-3.200836568
3,12,8,10,28,55,7,5,9,9,6,14,0,3195,114,489,200164,58,721,154330,3101,3195,3182,-1,-0.412144099,6.458315251
9,21,25,4,27,63,17,8,26,7,6,14,2,1397,108,489,117266,74,403,94886,1342,1397,1431,1,2.394637455,-17.31340785
10,32,62,9,26,52,56,12,69,6,6,14,10,16125,558,489,201479,612,2511,140198,15755,16125,17893,10,10.96627947,28.31037216
4,13,8,11,28,59,14,4,12,9,6,14,2,3204,156,489,114731,396,815,83422,2672,3204,3033,-7,-5.35307203,-8.684635144
2,5,4,11,28,46,5,2,4,9,6,14,0,499,30,489,69746,3,120,57949,263,499,268,-57,-46.3161753,-57.56266951
2,9,6,18,27,45,11,3,12,9,6,14,2,2442,94,489,347117,25,522,262100,2393,2442,2448,0,0.232961987,17.1706941
6,7,2,14,28,44,12,5,6,8,6,14,0,6901,173,489,50998,35,1681,76434,3881,6901,3945,-46,-42.83241477,-38.21639739
7,22,30,26,29,45,41,10,22,9,6,14,3,9882,379,489,334446,2043,2466,272580,14066,9882,15751,43,59.3945085,94.99219791
5,22,19,9,32,68,29,9,20,7,6,14,6,10136,254,489,159879,152,2786,120122,6329,10136,6545,-34,-35.43066585,-40.5127252
4,14,7,12,29,55,13,4,16,8,6,14,3,1491,119,489,265614,37,352,140988,1452,1491,1492,4,0.101727304,-35.45886161
3,6,2,14,29,44,7,3,6,9,6,14,2,2560,165,489,67431,38,625,83264,2499,2560,2560,0,0,-3.522321853
6,23,27,18,29,45,33,7,20,9,6,14,7,8414,206,489,335782,316,1583,304956,7926,8414,8850,8,5.180045517,25.88065441
3,6,5,11,28,48,12,5,11,9,6,14,1,1920,72,489,75391,117,418,61810,1842,1920,1918,0,-0.12642818,-1.453551371
5,11,6,7,27,59,12,6,22,8,6,14,3,2877,116,489,245021,45,689,165999,2558,2877,2591,-16,-9.951060607,5.757174907
20,49,92,20,30,51,87,21,83,9,6,14,11,32231,1010,489,326141,2355,8220,270090,23617,32231,26351,-21,-18.24537443,-21.75511709
2,5,3,9,29,51,6,2,5,8,6,14,0,610,63,489,46798,9,133,37046,606,610,619,2,1.429936861,130.005971
5,13,7,13,28,50,16,5,13,9,6,14,1,887,65,489,105381,98,186,74013,859,887,890,0,0.241913546,4.525029481
3,6,7,17,31,42,14,4,15,10,6,14,1,5343,215,611,214338,146,1308,160717,4951,5343,5343,0,0,46.08167923
3,6,3,12,30,47,4,1,12,9,6,14,0,1808,76,611,,35,458,82849,1748,1808,1808,0,0,-16.97578418
4,8,10,18,32,46,11,2,11,9,6,14,2,3503,183,611,365670,62,913,257623,2324,3503,2711,-27,-22.62426706,-26.80517705
5,5,3,5,31,54,3,2,8,10,6,14,1,556,28,611,,8,105,42520,533,556,545,-3,-1.992460316,-35.86797473
4,10,14,13,31,51,23,6,28,11,6,14,3,6373,158,611,215835,1073,1668,161840,5536,6373,6372,0,-0.020850779,19.93549735
2,6,12,19,31,40,10,3,10,9,6,14,1,3179,108,611,366859,49,789,224101,3014,3179,3155,0,-0.732487107,8.633789327
2,2,7,15,31,47,10,3,11,10,6,14,0,579,80,611,233880,20,133,183552,646,579,805,19,39.15031817,38.43409854
8,21,43,10,31,61,34,6,37,9,6,14,5,16179,370,611,241449,655,4222,176626,16062,16179,17366,11,7.334587697,16.64654455
1,2,0,8,31,49,3,1,4,9,6,14,0,2615,34,611,,93,572,,2500,2615,2615,0,0,10.29492829
1,3,1,12,30,42,6,1,10,11,6,14,0,1100,32,611,54244,16,236,46806,1235,1100,1344,18,22.16293891,101.5616224
3,10,9,19,31,40,14,6,13,10,6,14,1,3501,320,611,195957,83,881,115391,2453,3501,2680,-31,-23.45830897,-26.07560694
4,1,0,5,29,44,2,1,3,11,6,14,0,2676,40,611,,10,569,,256,2676,261,-93,-90.26407888,-92.88128403
2,1,1,7,30,50,1,1,3,11,6,14,0,2215,16,611,,163,559,,2047,2215,2215,0,0,7.683436876
1,5,3,7,30,51,7,3,11,10,6,14,0,2243,46,611,105436,47,558,57547,2187,2243,2261,1,0.77666048,-22.41070294
2,6,6,9,30,43,7,3,11,11,6,14,2,3220,59,611,202416,59,741,120830,3145,3220,3220,0,0.006699463,-1.912585962
3,7,7,10,31,57,9,1,6,9,6,14,0,4620,73,611,67333,59,1137,45002,3242,4620,3341,-25,-27.67209113,-36.63584362
2,1,0,5,30,44,3,1,4,11,6,14,0,337,17,611,,9,72,,325,337,337,0,0,-51.19902447
4,16,17,16,30,48,25,8,31,9,6,14,1,5906,174,611,316470,782,1377,247142,10031,5906,11421,88,93.38834139,142.4013654
5,20,20,18,31,38,27,5,32,9,6,14,5,11858,597,611,367872,678,2815,273318,10478,11858,11595,-2,-2.219450248,1.156027611
1,0,1,6,30,44,2,1,2,11,6,14,0,500,2,611,,10,101,,809,500,825,121,65.09705856,36.35248186
4,11,11,8,31,48,12,3,14,10,6,14,0,3653,100,611,112449,71,917,72107,1495,3653,1591,-60,-56.4340594,-44.40020298
